loc_rowid,pl_name,hostname,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_angsep,pl_angseperr1,pl_angseperr2,pl_angseplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,sy_dist,sy_disterr1,sy_disterr2
5076,TOI-1470 b,TOI-1470,1,2,0,0,Transit,2.527093,0.000004,-0.000003,0,0.0285,0.0004,-0.0004,0,0.549,,,0,2.18,0.04,-0.04,0,7.32,1.21,-1.24,0,3.86,0.7,-0.68,0,0.3,,,1,2458766.47,0.0006,-0.0006,0,1.28,0.02,-0.02,0,0.0426,0.0008,-0.0007,0,,,,,0.47,0,0,0,0.47,0.01,-0.01,0,4.77,0.02,-0.02,0,5.84604,0.27757,-0.27757,0,2,,,1,29,3,-3,0,,,,,51.9503,0.0745,-0.0745
5077,TOI-1470 c,TOI-1470,1,2,0,0,Transit,18.08816,0.00006,-0.00008,0,0.106,0.001,-0.001,0,2.04,,,0,2.47,0.02,-0.02,0,7.24,2.87,-2.77,0,2.66,1.06,-1.02,0,0.5,,,1,2458772.176,0.003,-0.002,0,2.7,0.01,-0.01,0,0.0481,0.0004,-0.0004,0,,,,,0.47,0,0,0,0.47,0.01,-0.01,0,4.77,0.02,-0.02,0,5.84604,0.27757,-0.27757,0,2,,,1,29,3,-3,0,,,,,51.9503,0.0745,-0.0745
5078,TOI-1478 b,TOI-1478,1,1,0,0,Transit,10.180249,0.000015,-0.000015,0,0.0903,0.0018,-0.0013,0,0.591,,,0,11.882,0.448,-0.437,0,270.47333,16.52716,-14.93801,0,0.88,0.13,-0.11,0,0.024,0.032,-0.017,0,2458607.903,0.00052,-0.00049,0,4.1664,0.0552,-0.0552,0,0.104,0.0015,-0.0015,0,,,,,1.05,0.03,-0.03,0,0.95,0.06,-0.04,0,4.37,0.04,-0.03,0,1.16,0.14,-0.11,0,4.3,0.5,-0.5,0,,,,,21.16,0.39,-0.39,0,152.892,0.915,-0.905
5079,TOI-150.01,TOI-150,1,1,0,0,Transit,5.857487,0.000089,-0.000097,0,0.07037,0.00087,-0.00088,0,0.209,,,0,14.067,0.235,-0.213,0,797.7533,38.1396,-38.1396,0,1.68,0.12,-0.12,0,0.262,0.045,-0.037,0,2458326.277,0.00086,-0.00089,0,5.12,0.21,-0.18,0,0.0826,0.0012,-0.0011,0,,,,,1.53,0.01,-0.01,0,1.35,0.04,-0.03,0,4.13,0.01,-0.01,0,0.5332,0.0144,-0.0165,0,7.96,0.279,-0.279,0,,,,,4.86,0.09,-0.09,0,336.267,1.927,-1.905
5080,TOI-1516 b,TOI-1516,1,1,0,0,Transit,2.056014,0.000002,-0.000002,0,,,,,,,,,15.244,0.336,-0.336,0,1004.33777,38.13941,-38.13941,0,1.56,,,0,,,,,2458765.325,0.0001,-0.0001,0,2.826,0.015,-0.014,0,0.1224,0.0005,-0.0005,0,,,,,1.14,0.02,-0.02,0,1.14,0.06,-0.06,0,4.25,0.15,-0.15,0,1.09,0.031,-0.031,0,11.8,1.5,-1.5,0,,,,,,,,,247.054,1.368,-1.354
5081,TOI-1518 b,TOI-1518,1,1,0,0,Transit,1.902603,0.000011,-0.000011,0,0.0389,0.0011,-0.0011,0,0.172,,,0,21.017,0.594,-0.594,0,731.00534,,,1,,,,,0.01,,,1,2458787.049,0.000094,-0.000094,0,2.3653693,0.0059376,-0.0059376,0,0.0988,0.0015,-0.0012,0,,,,,1.95,0.05,-0.05,0,1.79,0.26,-0.26,0,4.1,0.2,-0.2,0,0.59094,0.28577,-0.12153,0,85.1,6.3,-6.3,0,,,,,-13.94,0.17,-0.17,0,225.888,1.69,-1.666
5082,TOI-157 b,TOI-157,1,1,0,0,Transit,2.0845435,0.0000023,-0.0000023,0,0.03138,0.00025,-0.0002,0,0.0882,,,0,14.415,0.258,-0.224,0,375.0394,41.3179,-38.1396,0,0.686,0.08,-0.078,0,0,,,0,2458326.548,0.00022,-0.00021,0,2.14584,0.0132,-0.01248,0,0.11329,0.00056,-0.00054,0,,,,,1.17,0.02,-0.01,0,0.95,0.02,-0.02,0,4.28,0.01,-0.01,0,0.842,0.029,-0.03,0,2.5,,,1,,,,,-6.11,1.07,-1.07,0,355.683,2.848,-2.804
5083,TOI-1601 b,TOI-1601,1,1,0,0,Transit,5.331751,0.000011,-0.000011,0,0.06864,0.00079,-0.00075,0,0.204,,,0,13.888,0.516,-0.437,0,314.6517,34.9613,-34.9613,0,0.64,0.097,-0.093,0,0.036,0.044,-0.026,0,2458990.553,0.00081,-0.00079,0,6.3048,0.048,-0.048,0,0.05827,0.00071,-0.0007,0,,,,,2.19,0.07,-0.06,0,1.52,0.05,-0.05,0,3.94,0.02,-0.03,0,0.205,0.016,-0.018,0,6.4,0.5,-0.5,0,,,,,-7.8,0.43,-0.43,0,336.608,8.389,-7.998
5084,TOI-163 b,TOI-163,1,1,0,0,Transit,4.231306,0.000063,-0.000057,0,0.058,0.0014,-0.0014,0,0.141,,,0,16.69,0.381,-0.381,0,387.7526,38.1396,-38.1396,0,0.49,0.059,-0.055,0,0,,,0,2458328.88,0.00062,-0.00063,0,4.93,0.17,-0.15,0,0.09082,0.0016,-0.0015,0,,,,,1.65,0.02,-0.03,0,1.44,0.03,-0.03,0,4.19,0.01,-0.01,0,0.4518,0.0189,-0.0194,0,14.08,0.266,-0.266,0,,,,,22.74,1.15,-1.15,0,411.719,8.163,-7.857
5085,TOI-1634 b,TOI-1634,2,2,0,0,Transit,0.9893455,0.000006,-0.000006,0,0.01545,0.00014,-0.00014,0,0.438,,,0,1.773,0.077,-0.077,0,7.57,0.71,-0.72,0,7.6,1.3,-1.1,0,0,,,0,2458791.515,0.0021,-0.0021,0,1.027,0.028,-0.028,0,0.0356,0.001,-0.001,0,,,,,0.45,0.02,-0.02,0,0.45,0.02,-0.02,0,4.79,0.03,-0.03,0,6.98,0.7,-0.63,0,1.3,,,1,77,26,-20,0,,,,,35.2736,0.0527,-0.0526
5086,TOI-1634 c,TOI-1634,2,2,0,0,Radial Velocity,103,5.8,-4.5,0,,,,,,,,,,,,,,,,,,,,,0,,,0,2458905,5.8,-4.5,0,,,,,,,,,,,,,0.45,0.02,-0.02,0,0.45,0.02,-0.02,0,4.79,0.03,-0.03,0,6.98,0.7,-0.63,0,1.3,,,1,77,26,-20,0,,,,,35.2736,0.0527,-0.0526
5087,TOI-1669 b,TOI-1669,1,1,0,0,Radial Velocity,502,16,-16,0,,,,,,,,,14.1,,,0,182.11568,23.5193,-23.5193,0,0.357,,,0,0.14,0.13,-0.13,0,,,,,,,,,,,,,,,,,1.07,0.05,-0.05,0,1,0.05,-0.05,0,4.28,0.1,-0.1,0,1.12561,0.3203,-0.16025,0,0.6,1,-1,0,,,,,,,,,111.276,0.371,-0.368
5088,TOI-1670 b,TOI-1670,1,2,0,0,Transit,10.98462,0.00046,-0.00051,0,0.103,0.002,-0.002,0,0.613,,,0,2.06,0.19,-0.15,0,41.31769,,,1,8.6,6.9,-5.6,0,0.59,0.17,-0.26,0,2458721.942,0.0071,-0.0062,0,2.8,0.16,-0.19,0,0.014,0.001,-0.001,0,,,,,1.32,0.02,-0.02,0,1.21,0.02,-0.02,0,4.29,0.11,-0.11,0,0.752,0.036,-0.036,0,9.2,0.6,-0.6,0,,,,,,,,,168.067,0.69,-0.684
5089,TOI-1670 c,TOI-1670,1,2,0,0,Transit,40.74976,0.000022,-0.00021,0,0.249,0.005,-0.005,0,1.48,,,0,11.063,0.28,-0.28,0,200.2319,28.60456,-25.42627,0,0.81,0.13,-0.11,0,0.09,0.05,-0.04,0,2458750.883,0.00085,-0.00083,0,5.4,0.06,-0.05,0,0.077,0.002,-0.002,0,,,,,1.32,0.02,-0.02,0,1.21,0.02,-0.02,0,4.29,0.11,-0.11,0,0.752,0.036,-0.036,0,9.2,0.6,-0.6,0,,,,,,,,,168.067,0.69,-0.684
5090,TOI-1680 b,TOI-1680,1,1,0,0,Transit,4.8026345,0.000004,-0.0000039,0,0.03144,0.00025,-0.00026,0,0.845,,,0,1.466,0.063,-0.049,0,2.75,,,0,4.8,,,0,,,,,2459013.843,0.00037,-0.00039,0,1.186,0.017,-0.016,0,0.0638,0.0015,-0.0015,0,,,,,0.21,0.01,0,0,0.18,0,0,0,5.05,0.03,-0.02,0,27.2,2,-2.3,0,,,,,,,,,-34.3,3.3,-3.3,0,37.2209,0.0617,-0.0614
5091,TOI-1683.01,TOI-1683,1,1,0,0,Transit,3.0575356,,,0,0.036508,,,0,0.713,,,0,2.638,0.276,-0.276,0,7.45,,,0,2.23,,,0,,,,,2460232.046,0.001408,-0.001408,0,1.318,,,0,0.03452,,,0,,,,,0.7,,,0,0.69,,,0,4.59,,,0,2.89656,0.87666,-0.96139,0,,,,,,,,,,,,,51.1884,0.1393,-0.1385
5092,TOI-1685 b,TOI-1685,1,1,0,0,Transit,0.6691406,0.0000036,-0.0000036,0,0.011557,0.000092,-0.000092,0,0.307,,,0,1.7,0.07,-0.07,0,3.09,0.59,-0.58,0,3.44,0.86,-0.74,0,0,,,0,2458816.226,0.00096,-0.00096,0,0.9921631,0.0981001,-0.0981001,0,0.0317,0.001,-0.001,0,,,,,0.49,0.02,-0.02,0,0.5,0.02,-0.02,0,4.85,0.04,-0.04,0,5.797,0.064,-0.06,0,2,,,1,18.66,0.71,-0.56,0,-43.4,8.5,-8.5,0,37.6153,0.0728,-0.0725
5093,TOI-169 b,TOI-169,1,1,0,0,Transit,2.2554477,0.0000063,-0.0000063,0,0.03524,0.00069,-0.00079,0,0.0864,,,0,12.173,0.908,-0.538,0,251.40353,20.34112,-19.0698,0,0.76,0.14,-0.17,0,0,,,0,2458327.442,0.00065,-0.00066,0,1.7064,0.0288,-0.0288,0,0.0866,0.0056,-0.0031,0,,,,,1.29,0.02,-0.02,0,1.15,0.07,-0.07,0,4.28,0.03,-0.03,0,0.756,0.06,-0.061,0,2.5,,,1,,,,,43.4,1.53,-1.53,0,407.84,4.237,-4.152
5094,TOI-1693 b,TOI-1693,1,1,0,0,Transit,1.7666957,0.0000054,-0.0000054,0,0.0226,0.0004,-0.0004,0,0.734,,,0,1.41,0.1,-0.1,0,2.57,,,0,5.04,,,0,,,,,2458817.683,0.0014,-0.0014,0,1.4196682,0.1562329,-0.1562329,0,,,,,,,,,0.46,0.01,-0.01,0,0.49,0.03,-0.03,0,4.8,0.03,-0.03,0,6.58669,0.29661,-0.29661,0,,,,,,,,,,,,,30.7947,0.0391,-0.0391
5095,TOI-1694 b,TOI-1694,1,2,0,0,Transit,3.77015,0.0001,-0.0001,0,,,,,,,,,5.44,0.18,-0.18,0,26.1,2.2,-2.2,0,0.89,0.12,-0.12,0,0,,,0,2458817.266,0.0004,-0.0007,0,2.8512056,0.1055897,-0.1055897,0,0.061,0.0017,-0.0013,0,,,,,0.82,0.05,-0.05,0,0.84,0.03,-0.03,0,4.53,0.1,-0.1,0,2.17388,0.57693,-0.5193,0,1.2,1,-1,0,,,,,,,,,124.68,0.59,-0.584
5096,TOI-1694 c,TOI-1694,1,2,0,0,Radial Velocity,389.2,3.9,-3.9,0,,,,,,,,,13.8,,,0,333.71983,15.89142,-15.89142,0,0.698,,,0,0.18,0.048,-0.048,0,,,,,,,,,,,,,,,,,0.82,0.05,-0.05,0,0.84,0.03,-0.03,0,4.53,0.1,-0.1,0,2.17388,0.57693,-0.5193,0,1.2,1,-1,0,,,,,,,,,124.68,0.59,-0.584
5097,TOI-1695 b,TOI-1695,1,1,0,0,Transit,3.1342791,0.0000071,-0.0000063,0,0.033548,0.00026,-0.000268,0,0.743,,,0,1.9,0.16,-0.14,0,6.36,1,-1,0,5,1.8,-1.3,0,0.097,,,1,2458791.521,0.00098,-0.00111,0,1.311,0.324,-0.189,0,0.034,0.002,-0.002,0,,,,,0.52,0.02,-0.02,0,0.51,0.01,-0.01,0,4.73,0.03,-0.03,0,5.3,0.5,-0.45,0,1.3,,,1,47.7,2.2,-2.2,0,-59.46,0,0,0,45.1309,0.06805,-0.06805
5098,TOI-1696 b,TOI-1696,1,1,0,0,Transit,2.500311,0.000004,-0.000004,0,0.0229,0.0002,-0.0002,0,0.353,,,0,3.09,0.11,-0.11,0,48.8,,,1,9.44,,,1,0,,,0,2458834.201,0.00058,-0.00058,0,1,0.01,-0.01,0,0.1025,0.0014,-0.0014,0,,,,,0.28,0.01,-0.01,0,0.26,0.01,-0.01,0,4.96,0.03,-0.03,0,16.8,1.5,-1.4,0,2,,,1,,,,,-4.1,0.1,-0.1,0,64.9172,0.3581,-0.3544
5099,TOI-1710 b,TOI-1710,2,1,0,0,Transit,24.283382,0.000019,-0.000019,0,0.164,0.004,-0.004,0,2.02,,,0,5.15,0.12,-0.12,0,18.4,4.8,-4.5,0,0.94,0.22,-0.22,0,0.185,0.12,-0.091,0,2459031.23,0.00041,-0.00037,0,6.31,0.89,-0.58,0,0.048,0.0004,-0.0004,0,,,,,0.95,0.02,-0.02,0,0.99,0.07,-0.07,0,4.54,0.09,-0.09,0,0.65,0.22,-0.22,0,2.3,0.4,-0.4,0,22.5,2,-2,0,-39.4,0.35,-0.35,0,81.2271,0.1773,-0.1766
5100,TOI-172 b,TOI-172,1,1,0,0,Transit,9.47725,0.00064,-0.00079,0,0.0914,0.0017,-0.0017,0,0.267,,,0,10.817,0.359,-0.325,0,1722.6386,69.9226,-63.566,0,7.53,0.65,-0.72,0,0.3806,0.0093,-0.009,0,2458345.873,0.0013,-0.0013,0,4.7136,0.0672,-0.0696,0,0.05588,0.00091,-0.00092,0,,,,,1.78,0.05,-0.04,0,1.13,0.07,-0.06,0,3.99,0.03,-0.03,0,0.286,0.022,-0.023,0,5.1,0.5,-0.5,0,,,,,-5.89,0.67,-0.67,0,342.831,7.371,-7.071
5101,TOI-1728 b,TOI-1728,1,1,0,0,Transit,3.49151,0.000062,-0.000057,0,0.0391,0.0009,-0.0009,0,0.643,,,0,5.05,0.16,-0.17,0,26.78,5.43,-5.13,0,1.14,0.26,-0.24,0,0.057,0.054,-0.039,0,2458843.274,0.00043,-0.00043,0,1.96,0.03,-0.03,0,0.074,0.002,-0.002,0,,,,,0.62,0.01,-0.01,0,0.65,0.02,-0.02,0,4.66,0.02,-0.02,0,3.78,0.19,-0.19,0,2,,,1,,,,,-43.22,0.28,-0.28,0,60.798,0.13635,-0.13635
5102,TOI-1736 b,TOI-1736,1,2,0,0,Transit,7.073088,0.000007,-0.000007,0,0.074,0.0009,-0.0009,0,0.832,,,0,2.44,0.18,-0.18,0,12.8,1.8,-1.8,0,4.9,1.3,-1.3,0,0.21,,,1,2458792.795,0.0008,-0.0008,0,3.95,0.32,-0.32,0,0.0206,0.0004,-0.0004,0,,,,,1.15,0.08,-0.08,0,1.08,0.04,-0.04,0,4.35,0.04,-0.04,0,0.50497,0.12755,-0.08778,0,4,0.6,-0.6,0,28,5,-5,0,,,,,88.9482,0.3219,-0.3198
5103,TOI-1736 c,TOI-1736,1,2,0,0,Radial Velocity,570.1,0.7,-0.7,0,1.381,0.017,-0.017,0,15.5,,,0,12.5,,,0,2800,500,-200,0,7.88,,,0,0.362,0.003,-0.003,0,2455283,5,-5,0,,,,,,,,,,,,,1.15,0.08,-0.08,0,1.08,0.04,-0.04,0,4.35,0.04,-0.04,0,0.50497,0.12755,-0.08778,0,4,0.6,-0.6,0,28,5,-5,0,,,,,88.9482,0.3219,-0.3198
5104,TOI-1739 b,TOI-1739,1,1,0,0,Transit,8.303342,0.000011,-0.000013,0,0.0742,0.0014,-0.0014,0,1.05,,,0,1.695,0.098,-0.085,0,3.52,,,0,3.97,,,0,,,,,2458685.24,0.0009,-0.0009,0,1.8,0.58,-0.43,0,0.021,0.001,-0.001,0,,,,,0.75,0.02,-0.02,0,0.79,0.05,-0.05,0,4.58,0.03,-0.03,0,2.63,0.24,-0.21,0,,,,,,,,,,,,,70.9819,0.1032,-0.1029
5105,TOI-1749 b,TOI-1749,1,3,0,0,Transit,2.38839,0.00031,-0.00066,0,0.0291,0.0005,-0.0005,0,0.292,,,0,1.39,0.21,-0.19,0,57,,,1,,,,,0.14,,,1,2458684.355,0.001054,-0.001054,0,1.032409,0.2945201,-0.2945201,0,0.0232,0.0032,-0.0029,0,,,,,0.55,0.03,-0.03,0,0.58,0.03,-0.03,0,4.7,0.05,-0.05,0,5.02,0.59,-0.46,0,,,,,,,,,,,,,99.5561,0.1172,-0.1172
5106,TOI-1749 c,TOI-1749,1,3,0,0,Transit,4.4929,0.0038,-0.0027,0,0.0443,0.0008,-0.0008,0,0.445,,,0,2.12,0.12,-0.12,0,14,,,1,,,,,0.019,,,1,2459763.323,0.002794,-0.002794,0,1.8833377,0.2825689,-0.2825689,0,0.0353,0.0008,-0.0008,0,,,,,0.55,0.03,-0.03,0,0.58,0.03,-0.03,0,4.7,0.05,-0.05,0,5.02,0.59,-0.46,0,,,,,,,,,,,,,99.5561,0.1172,-0.1172
5107,TOI-1749 d,TOI-1749,1,3,0,0,Transit,9.0497,0.0049,-0.0032,0,0.0707,0.0012,-0.0012,0,0.71,,,0,2.52,0.15,-0.15,0,15,,,1,,,,,0.062,,,1,2459647.515,0.003383,-0.003383,0,1.7653148,0.3585741,-0.3585741,0,0.0421,0.001,-0.001,0,,,,,0.55,0.03,-0.03,0,0.58,0.03,-0.03,0,4.7,0.05,-0.05,0,5.02,0.59,-0.46,0,,,,,,,,,,,,,99.5561,0.1172,-0.1172
5108,TOI-1751 b,TOI-1751,1,1,0,0,Transit,37.46849,0.000082,-0.000075,0,0.2116,0.0023,-0.0023,0,1.87,,,0,2.77,0.15,-0.07,0,14.5,3.15,-3.14,0,3.6,0.9,-0.9,0,0,,,0,2458733.635,0.0014,-0.0015,0,7.5,0.08,-0.06,0,0.02119,0.00017,-0.00017,0,,,,,1.2,0.06,-0.03,0,0.9,0.03,-0.03,0,4.24,0.1,-0.1,0,0.74,0.05,-0.1,0,1.27,1,-1,0,,,,,,,,,113.335,0.293,-0.291
5109,TOI-1759 b,TOI-1759,1,1,0,0,Transit,18.85019,0.00013,-0.00013,0,0.1177,0.0038,-0.0038,0,2.94,,,0,3.14,0.1,-0.1,0,10.8,1.5,-1.5,0,1.91,0.32,-0.32,0,0,,,0,2458745.465,0.0011,-0.0011,0,3.23,0.13,-0.13,0,0.0483,0.001,-0.001,0,,,,,0.6,0.02,-0.02,0,0.61,0.02,-0.02,0,4.65,0.04,-0.04,0,3.949,0.323,-0.323,0,2,,,1,35.65,0.17,-0.15,0,,,,,40.0654,0.0423,-0.0423
5110,TOI-178 b,TOI-178,1,6,0,0,Transit,1.914558,0.000018,-0.000018,0,0.02607,0.00078,-0.00078,0,0.416,,,0,1.152,0.073,-0.07,0,1.5,0.39,-0.44,0,5.4,1.9,-1.7,0,,,,,2458741.637,0.0043,-0.003,0,1.692,0.056,-0.086,0,0.01623,0.00097,-0.00097,0,,,,,0.65,0.01,-0.01,0,0.65,0.03,-0.03,0,4.45,0.15,-0.15,0,3.31,0.24,-0.24,0,1.5,0.3,-0.3,0,,,,,57.38,0.49,-0.49,0,62.699,0.2074,-0.2061
5111,TOI-178 c,TOI-178,1,6,0,0,Transit,3.23845,0.00002,-0.000019,0,0.037,0.0011,-0.0011,0,0.59,,,0,1.669,0.114,-0.099,0,4.77,0.55,-0.68,0,5.62,1.5,-1.3,0,,,,,2458741.478,0.0034,-0.0029,0,1.95,0.15,-0.25,0,0.0235,0.0015,-0.0013,0,,,,,0.65,0.01,-0.01,0,0.65,0.03,-0.03,0,4.45,0.15,-0.15,0,3.31,0.24,-0.24,0,1.5,0.3,-0.3,0,,,,,57.38,0.49,-0.49,0,62.699,0.2074,-0.2061
5112,TOI-178 d,TOI-178,1,6,0,0,Transit,6.5577,0.000016,-0.000016,0,0.0592,0.0018,-0.0018,0,0.944,,,0,2.572,0.075,-0.078,0,3.01,0.8,-1.03,0,0.976,0.3,-0.34,0,,,,,2458747.146,0.00087,-0.00095,0,2.346,0.047,-0.046,0,0.03623,0.00087,-0.00091,0,,,,,0.65,0.01,-0.01,0,0.65,0.03,-0.03,0,4.45,0.15,-0.15,0,3.31,0.24,-0.24,0,1.5,0.3,-0.3,0,,,,,57.38,0.49,-0.49,0,62.699,0.2074,-0.2061
5113,TOI-178 e,TOI-178,1,6,0,0,Transit,9.961881,0.000042,-0.000042,0,0.0783,0.0023,-0.0024,0,1.25,,,0,2.207,0.088,-0.09,0,3.86,1.25,-0.94,0,1.98,0.788,-0.53,0,,,,,2458751.466,0.0016,-0.0019,0,2.501,0.106,-0.077,0,0.0311,0.0011,-0.0012,0,,,,,0.65,0.01,-0.01,0,0.65,0.03,-0.03,0,4.45,0.15,-0.15,0,3.31,0.24,-0.24,0,1.5,0.3,-0.3,0,,,,,57.38,0.49,-0.49,0,62.699,0.2074,-0.2061
5114,TOI-178 f,TOI-178,1,6,0,0,Transit,15.231915,0.000115,-0.000095,0,0.1039,0.0031,-0.0031,0,1.66,,,0,2.287,0.108,-0.11,0,7.72,1.67,-1.52,0,3.6,1.2,-0.83,0,,,,,2458745.718,0.0023,-0.0027,0,2.348,0.097,-0.087,0,0.0322,0.0014,-0.0014,0,,,,,0.65,0.01,-0.01,0,0.65,0.03,-0.03,0,4.45,0.15,-0.15,0,3.31,0.24,-0.24,0,1.5,0.3,-0.3,0,,,,,57.38,0.49,-0.49,0,62.699,0.2074,-0.2061
5115,TOI-178 g,TOI-178,1,6,0,0,Transit,20.7095,0.00014,-0.00011,0,0.1275,0.0038,-0.0039,0,2.03,,,0,2.87,0.14,-0.13,0,3.94,1.31,-1.62,0,0.915,0.36,-0.37,0,,,,,2458748.03,0.0023,-0.0017,0,2.167,0.09,-0.082,0,0.0404,0.0019,-0.0018,0,,,,,0.65,0.01,-0.01,0,0.65,0.03,-0.03,0,4.45,0.15,-0.15,0,3.31,0.24,-0.24,0,1.5,0.3,-0.3,0,,,,,57.38,0.49,-0.49,0,62.699,0.2074,-0.2061
5116,TOI-1789 b,TOI-1789,1,1,0,0,Transit,3.208664,0.000015,-0.000015,0,0.04882,0.00063,-0.0016,0,0.213,,,0,16.141,2.69,-1.569,0,222.47988,50.85255,-50.85255,0,0.28,0.14,-0.12,0,,,,,2458873.654,0.00062,-0.00062,0,2.3,0.04,-0.04,0,0.068,0.011,-0.0061,0,,,,,2.17,0.04,-0.03,0,1.51,0.06,-0.14,0,3.94,0.02,-0.04,0,0.208,0.014,-0.02,0,7,0.5,-0.5,0,15.7,,,0,,,,,229.067,2.388,-2.34
5117,TOI-1798.02,TOI-1798,1,1,0,0,Transit,0.4378109,,,0,0.01074,,,0,0.0949,,,0,1.408,0.11,-0.11,0,2.57,,,0,5.06,,,0,,,,,2459691.314,0.002404,-0.002404,0,1.059,,,0,0.01654,,,0,,,,,0.78,,,0,0.86,,,0,4.59,,,0,2.55095,0.64033,-0.45195,0,,,,,,,,,,,,,113.181,0.309,-0.308
5118,TOI-1801 b,TOI-1801,2,1,0,0,Transit,10.64387,0.00005,-0.00006,0,,,,,,,,,2.079,0.124,-0.11,0,5.738,1.455,-1.428,0,3.701,1.217,-1.051,0,0,,,0,2458903.544,0.00325,-0.00331,0,2.713,0.385,-0.385,0,0.034,0.001,-0.001,0,,,,,0.55,0.03,-0.02,0,0.56,0.04,-0.04,0,4.78,0.05,-0.05,0,4.69873,0.24728,-0.24728,0,3,,,1,15.98,0.66,-0.66,0,,,,,30.6796,0.1677,-0.1677
5119,TOI-1806.01,TOI-1806,1,1,0,0,Transit,15.1454693,,,0,0.087735,,,0,1.58,,,0,3.41,0.351,-0.351,0,11.5,,,0,1.59,,,0,,,,,2458909.543,0.002263,-0.002263,0,2.5830151,,,0,0.07777,,,0,,,,,0.4,,,0,0.39,,,0,4.83,,,0,8.56137,0.32221,-0.32221,0,,,,,,,,,,,,,55.5211,0.2006,-0.1992
5120,TOI-1807 b,TOI-1807,1,1,0,0,Transit,0.549372,0.000007,-0.000007,0,0.00812,0.00037,-0.00038,0,0.191,,,0,1.258,0.04,-0.039,0,2.57,0.5,-0.5,0,5.51,1.6,-1.6,0,0,,,0,2457000.166,0.024,-0.026,0,0.972,0.015,-0.015,0,0.01695,0.00039,-0.00039,0,,,,,0.68,0.01,-0.01,0,0.75,0.03,-0.02,0,4.65,0.02,-0.02,0,3.374,0.228,-0.223,0,4.2,0.5,-0.5,0,8.8,0.1,-0.1,0,-6.84,0,0,0,42.5775,0.0622,-0.062
5121,TOI-181 b,TOI-181,1,1,0,0,Transit,4.532,0.000002,-0.000002,0,0.0539,0.0043,-0.0036,0,0.56,,,0,6.956,0.087,-0.101,0,46.1687,2.71,-7.83,0,0.7562,0.015,-0.1,0,0.1543,0.06,-0.03,0,2458358.12,0.00027,-0.00026,0,1.99,0.23,-0.21,0,0.0854,0.001,-0.001,0,,,,,0.74,0.02,-0.02,0,0.82,0.04,-0.04,0,4.61,0.04,-0.04,0,2.8,0.31,-0.31,0,2.28,0.5,-0.5,0,,,,,,,,,96.2338,0.5781,-0.5714
5122,TOI-1811 b,TOI-1811,1,1,0,0,Transit,3.7130765,0.0000017,-0.0000017,0,0.04389,0.00058,-0.00055,0,0.342,,,0,11.142,0.28,-0.258,0,308.92921,24.15496,-24.79062,0,1.23,0.13,-0.12,0,0.052,0.062,-0.037,0,2459126.368,0.00017,-0.00014,0,1.951,0.014,-0.013,0,0.13272,0.00072,-0.00071,0,,,,,0.77,0.02,-0.02,0,0.82,0.03,-0.03,0,4.58,0.02,-0.03,0,2.54,0.17,-0.19,0,,,,,,,,,,,,,128.23,0.711,-0.704
5123,TOI-1820 b,TOI-1820,1,1,0,0,Transit,4.860674,0.000005,-0.000005,0,0.061,0.003,-0.003,0,0.245,,,0,12.778,0.224,-0.224,0,731.00534,63.56568,-63.56568,0,2,0.2,-0.2,0,0.043,0.008,-0.008,0,2458903.064,0.0006,-0.0006,0,2.92,0.04,-0.04,0,0.0777,0.0009,-0.0009,0,,,,,1.51,0.06,-0.06,0,1.04,0.13,-0.13,0,4.24,0.05,-0.05,0,0.43,0.07,-0.07,0,4.5,0.8,-0.8,0,25,6,-6,0,,,,,248.504,3.648,-3.546
5124,TOI-1842 b,TOI-1842,1,1,0,0,Transit,9.5739,0.0002,-0.0001,0,0.1001,0.0007,-0.0007,0,0.448,,,0,11.657,0.673,-0.56,0,68.01528,12.71314,-12.07748,0,0.252,0.091,-0.091,0,,,,,2459402.458,0.0026,-0.0024,0,4.3,,,0,0.052,0.003,-0.002,0,,,,,2.02,0.05,-0.05,0,1.46,0.03,-0.03,0,4.1,0.1,-0.1,0,0.25,0.02,-0.02,0,4.23,0.2,-0.2,0,13.4,0.9,-0.9,0,,,,,223.465,2.26,-2.216
